 

stn    time           tre200s0  tpo200s0
THU    2024090500         17.4
THU    2024090501         17.4
THU    2024090502         16.4
THU    2024090503         15.6
THU    2024090504         15.7
THU    2024090505         15.9
THU    2024090506         16.4
THU    2024090507         17.1
THU    2024090508         17.4
THU    2024090509         18.1
THU    2024090510         19.4
THU    2024090511         20.6
THU    2024090512         19.9
THU    2024090513         17.8
THU    2024090514         17.9
THU    2024090515         18.1
THU    2024090516         17.6
THU    2024090517         17.0
THU    2024090518         16.6
THU    2024090519         16.3
THU    2024090520         16.0
THU    2024090521         15.8
THU    2024090522         15.5
THU    2024090523         15.5
THU    2024090600         15.7
THU    2024090601         15.2
THU    2024090602         15.2
THU    2024090603         14.5
THU    2024090604         13.4
THU    2024090605         14.1
THU    2024090606         14.3
THU    2024090607         15.3
THU    2024090608         16.0
THU    2024090609         17.3
THU    2024090610         18.5
THU    2024090611         20.0
THU    2024090612         20.5
THU    2024090613         21.3
THU    2024090614         21.8
THU    2024090615         22.7
THU    2024090616         23.1
THU    2024090617         22.6
THU    2024090618         19.6
THU    2024090619         17.4
THU    2024090620         15.7
THU    2024090621         15.1
THU    2024090622         14.6
THU    2024090623         14.4
THU    2024090700         13.4
THU    2024090701         12.6
THU    2024090702         12.5
THU    2024090703         12.3
THU    2024090704         12.0
THU    2024090705         11.6
THU    2024090706         11.8
THU    2024090707         14.6
THU    2024090708         17.1
THU    2024090709         19.0
THU    2024090710         21.0
THU    2024090711         22.7
THU    2024090712         24.4
THU    2024090713         25.2
THU    2024090714         26.0
THU    2024090715         26.5
THU    2024090716         26.5
THU    2024090717         25.3
THU    2024090718         21.4
THU    2024090719         21.1
THU    2024090720         19.6
THU    2024090721         17.1
THU    2024090722         15.6
THU    2024090723         15.1
THU    2024090800         15.1
THU    2024090801         15.5
THU    2024090802         15.0
THU    2024090803         14.7
THU    2024090804         15.0
THU    2024090805         15.6
THU    2024090806         16.0
THU    2024090807         17.1
THU    2024090808         18.3
THU    2024090809         18.8
THU    2024090810         18.9
THU    2024090811         19.1
THU    2024090812         19.5
THU    2024090813         18.8
THU    2024090814         16.6
THU    2024090815         16.3
THU    2024090816         15.3
THU    2024090817         15.1
THU    2024090818         15.0
THU    2024090819         14.9
THU    2024090820         14.7
THU    2024090821         14.7
THU    2024090822         14.4
THU    2024090823         14.1
THU    2024090900         14.0
THU    2024090901         13.4
THU    2024090902         13.3
THU    2024090903         13.3
THU    2024090904         13.3
THU    2024090905         13.2
THU    2024090906         13.1
THU    2024090907         13.3
THU    2024090908         13.8
THU    2024090909         14.2
THU    2024090910         14.5
THU    2024090911         14.7
THU    2024090912         14.7
THU    2024090913         14.8
THU    2024090914         15.3
THU    2024090915         15.8
THU    2024090916         15.9
THU    2024090917         16.0
THU    2024090918         15.7
THU    2024090919         15.1
THU    2024090920         14.8
THU    2024090921         14.5
THU    2024090922         14.1
THU    2024090923         14.0
THU    2024091000         13.8
THU    2024091001         13.5
THU    2024091002         13.8
THU    2024091003         13.4
THU    2024091004         13.3
THU    2024091005         13.1
THU    2024091006         13.2
THU    2024091007         13.4
THU    2024091008         14.8
THU    2024091009         15.9
THU    2024091010         16.8
THU    2024091011         17.0
THU    2024091012         17.9
THU    2024091013         18.2
THU    2024091014         18.8
THU    2024091015         18.5
THU    2024091016         18.4
THU    2024091017         18.5
THU    2024091018         16.5
THU    2024091019         15.4
THU    2024091020         12.8
THU    2024091021         10.9
THU    2024091022         10.8
THU    2024091023          9.8
THU    2024091100          9.1
THU    2024091101          8.5
THU    2024091102          8.4
THU    2024091103          7.9
THU    2024091104          7.7
THU    2024091105          7.9
THU    2024091106          8.0
THU    2024091107         10.3
THU    2024091108         12.0
THU    2024091109         13.5
THU    2024091110         14.3
THU    2024091111         14.4
THU    2024091112         14.7
THU    2024091113         15.6
THU    2024091114         15.4
THU    2024091115         15.0
THU    2024091116         14.8
THU    2024091117         14.4
THU    2024091118         13.6
THU    2024091119         12.2
THU    2024091120         10.4
THU    2024091121          9.4
THU    2024091122          8.2
THU    2024091123          7.8
THU    2024091200          7.6
THU    2024091201          7.5
THU    2024091202          7.3
THU    2024091203          7.2
THU    2024091204          7.1
THU    2024091205          6.4
THU    2024091206          5.3
THU    2024091207          6.2
THU    2024091208          7.8
THU    2024091209          9.1
THU    2024091210          9.6
THU    2024091211         10.0
THU    2024091212         10.2
THU    2024091213         10.9
THU    2024091214         11.3
THU    2024091215         11.9
THU    2024091216         10.4
THU    2024091217          9.9
THU    2024091218          9.4
THU    2024091219          8.9
THU    2024091220          8.2
THU    2024091221          8.1
THU    2024091222          8.0
THU    2024091223          7.9
THU    2024091300          7.9
THU    2024091301          7.8
THU    2024091302          7.8
THU    2024091303          7.3
THU    2024091304          7.0
THU    2024091305          6.4
THU    2024091306          6.2
THU    2024091307          6.9
THU    2024091308          7.7
THU    2024091309          7.4
THU    2024091310          8.5
THU    2024091311          8.4
THU    2024091312          7.5
THU    2024091313          7.6
THU    2024091314         10.4
THU    2024091315          8.4
THU    2024091316          7.6
THU    2024091317          7.2
THU    2024091318          7.0
THU    2024091319          6.4
THU    2024091320          6.5
THU    2024091321          6.7
THU    2024091322          6.8
THU    2024091323          7.0
THU    2024091400          7.1
THU    2024091401          7.1
THU    2024091402          7.0
THU    2024091403          7.2
THU    2024091404          7.2
THU    2024091405          7.2
THU    2024091406          7.1
THU    2024091407          7.4
THU    2024091408          8.5
THU    2024091409         10.0
THU    2024091410          9.2
THU    2024091411          9.9
THU    2024091412         10.9
THU    2024091413         11.0
THU    2024091414         11.7
THU    2024091415         12.6
THU    2024091416         12.8
THU    2024091417         12.3
THU    2024091418         10.6
THU    2024091419          9.1
THU    2024091420          8.4
THU    2024091421          6.7
THU    2024091422          5.1
THU    2024091423          4.2
THU    2024091500          3.9
THU    2024091501          3.7
THU    2024091502          2.6
THU    2024091503          1.9
THU    2024091504          1.7
THU    2024091505          1.6
THU    2024091506          1.3
THU    2024091507          4.0
THU    2024091508          7.4
THU    2024091509          9.8
THU    2024091510         11.3
THU    2024091511         12.3
THU    2024091512         13.3
THU    2024091513         14.2
THU    2024091514         14.7
THU    2024091515         15.2
THU    2024091516         14.8
THU    2024091517         13.4
THU    2024091518         11.1
THU    2024091519         10.2
THU    2024091520          9.8
THU    2024091521          8.2
THU    2024091522          5.9
THU    2024091523          4.9
THU    2024091600          4.4
THU    2024091601          4.2
THU    2024091602          4.2
THU    2024091603          4.5
THU    2024091604          4.1
THU    2024091605          3.8
THU    2024091606          3.9
THU    2024091607          5.8
THU    2024091608          7.4
THU    2024091609          8.8
THU    2024091610         10.4
THU    2024091611         11.6
THU    2024091612         12.4
THU    2024091613         13.2
THU    2024091614         12.7
THU    2024091615         12.3
THU    2024091616         12.0
THU    2024091617         11.3
THU    2024091618         10.4
THU    2024091619          9.5
THU    2024091620          9.1
THU    2024091621          9.2
THU    2024091622          8.8
